question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
BIO-J00883,JAMB,Biology,,,medium,,,"Use the diagram above to answer this question. From the graph above, it can be appropriately deduced that?",,the body temperature in ll varies with that in l,the body temperature in l is independent of external temperature,l and ll maintain constant body temperature,external temperatures affect the body temperature of l and ll,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00884,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The animal represented by l is a,,poikilotherm,homoiotherm,carnivore,herbivore,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00885,JAMB,Biology,,,medium,,,"In the diagram, the illustration is a typical example of a plant pollinated by",,wind,man,insects,birds,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00886,JAMB,Biology,,,medium,,,"In the diagram, the part labelled I represents the",,stationary phase,lag phase,log phase,steady phase,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00887,JAMB,Biology,,,medium,,,"In the diagram, the part labelled IV indicated that the yeast population has",,reached its maximum size,reached senescence,stopped metabolizing food,started dying,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00888,JAMB,Biology,,,medium,,,"In the diagram, if species i, ii and iii interact in a community, which of the following statement is true?",,the population of species ii is growing at a slow rate,the population of species iii has reached its carrying capacity?,the population of species I has become extinct,the population of species I is always higher than species ii,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00889,JAMB,Biology,,,medium,,,"In the diagram, the population size of species II on the 20th day is",,100,200,300,400,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00890,JAMB,Biology,,,medium,,,"In the diagram, which of the four offspring of the cross will be short if T the gene for tallness is dominant to t?",,i,ii,iii,iv,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00891,JAMB,Biology,,,medium,,,"In the diagram, the genotypic ratio of the offspring of the cross is",,1:2,1:2:1,1:1:1:1,3:1,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00892,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The male inflorescence is labeled,,i,ii,iii,iv,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00893,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The structure that controls loss of water vapour during transpiration is labelled,,l,ll,lll,lV,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00894,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The part labelled l is the,,spongy mesophyll,upper epidemis,cuticle,vein,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00895,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. Emulsification of fats takes place in the part labelled?,,l,ll,lll,lV,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00896,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The content of the part labelled lll is usually?,,neutral,alkaline,acidic,saline,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00897,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The zone of physiological stress is represented by?,,l and ll,ll only,ll and lll,l and lll,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00898,JAMB,Biology,,,medium,,,Use the diagram above to answer this question. The optimum temperature for the growth of the organism is,,25 o C,50 o C,75 o C,100 o C,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00899,JAMB,Biology,,,medium,,,"In the diagram, the structure labelled X is for?",,attachment,feeding,seeing,breathing,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00900,JAMB,Biology,,,medium,,,"In the diagram, the habitat of the organism is",,slow moving streams and marshes,the stomach of large mammals,under leaf filter on forest floor,the small intestine of large vertebrates,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00901,JAMB,Biology,,,medium,,,"In the diagram, the male sex cells are contained in the part labelled?",,i,ii,iii,iv,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00902,JAMB,Biology,,,medium,,,"In the diagram, the likely pollinating agent of the flower is?",,wind,water,insect,man,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00903,JAMB,Biology,,,medium,,,"In the diagram, the eye defect illustrated is?",,myopia,hypermetropia,astigmaism,cataract,,,jamb-archive|needs-key|needs-figure,past-question,draft
BIO-J00904,JAMB,Biology,,,medium,,,"In the diagram, the function of the correcting lens is to?",,diverge incoming rays,converge incoming rays,reflect incoming rays,screen incoming rays,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00663,JAMB,Commerce,,,medium,2001,,The capital employed is,,"₦1,000","₦1,370",₦140,₦50,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00664,JAMB,Commerce,,,medium,2001,,The capital owned is,,"₦2,740","₦1,350","₦1,150",₦570,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00665,JAMB,Commerce,,,medium,,,Use the information above to answer questions What is the owners' equity?,,₦250 000,₦300 000,₦420 000,₦200 000,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00666,JAMB,Commerce,,,medium,,,Use the information above to answer questions Find the current ratio,,1.53:1,"1, 85:1",0. 87: 1,"0, 50:1",,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00667,JAMB,Commerce,,,medium,,,"Use the diagram above to answer the question As the branches indicate, IV is",,commerce,exchange,finance,construction,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00668,JAMB,Commerce,,,medium,,,Use the diagram above to answer questions What does V represent?,,Ais to trade,Advertising,Manufacturing,industry,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00669,JAMB,Commerce,,,medium,,,X represents,,action,transmission,ideation,receiver,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00670,JAMB,Commerce,,,medium,,,In the communication process. Y represents,,the encoder,the medium,the initator,noise,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00671,JAMB,Commerce,,,medium,,,What is the capital employed?,,₦200 000,₦340 000,₦170 000,₦300 000,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00672,JAMB,Commerce,,,medium,,,What is the net working capital?,,₦6 000 000,₦16 000 000,(₦11 000 000),₦25 000 000,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00673,JAMB,Commerce,,,medium,,,Determine the owner's equity,,₦38 000 000,₦20 000 000,₦42 000 000,₦25 000 000,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00674,JAMB,Commerce,,,medium,,,10% IS CHARGED ON DEPRECIATION OF FIXED ASSETS Determine the value of Ojo's fixed assets,,₦14450,₦13450,₦13005,₦12005,,,jamb-archive|needs-key|needs-figure,past-question,draft
COM-J00675,JAMB,Commerce,,,medium,,,What is Ojo's working capital?,,₦2150,₦1950,₦1800,₦1150,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00870,JAMB,Economics,,,medium,2001,,"The diagram shows the total utility curve. At the point M, marginal utility",,increases,is unity,diminishes,is zero,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00871,JAMB,Economics,,,medium,2001,,The table above shows a demand schedule for eggs. What is the equilibrium price?,,₦100,₦110,₦60,₦80,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00872,JAMB,Economics,,,medium,,,"In the diagram above, the marginal rate of substitution of X for Y, for a movement from S to T is",,13:3,1:5,18:4,5:1,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00873,JAMB,Economics,,,medium,,,"In the pie chart below, the percentage for children is equivalent to",,288 o,720 o,90 o,144 o,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00874,JAMB,Economics,,,medium,,,"In the diagram above, what is the excess demand at the price of ₦60",,200,300,600,100,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00875,JAMB,Economics,,,medium,,,"In the diagrams, the opportunity cost of a unit of cotton in terms of cocoa is",,4 for Ghana; 2 for Nigeria,20 for Ghana; 60 for Nigeria,1/4 for Ghana; 1/2 for Nigeria,5 for Ghana; 30 for Nigeria,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00876,JAMB,Economics,,,medium,,,Use the production possibility curve of a country represented in the diagram above to this questions.An improvement in technology will enable the country to produce at,,V,W,X,Z,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00877,JAMB,Economics,,,medium,,,"If the country is currently producing at point Y, it can increase production of producer goods by moving to the point",,V,W,X,Z,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00878,JAMB,Economics,,,medium,,,"In the table above, the price of commodity y is ₦2 and that of x is ₦1 while the individual has an income of ₦12. Determine the combination of the two commodities the individual should consume to maximize his utility",,3y and 3x,6y and 4x,3y and 6x,5y and 5x,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00879,JAMB,Economics,,,medium,,,The diagram above represents the short-run position of a monopolist. The profit-maximizing output is,,Q 3,Q 4,Q 1,Q 2,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00880,JAMB,Economics,,,medium,,,"In the diagram above, ST is the budget line while l,ll and lll represent indifference curves. A rational consumer will choose to consume at point",,M,J,K,L,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00881,JAMB,Economics,,,medium,,,The table above shows the combinations of beans and rice that can be purchased by a consumer. The opportunity cost of moving from K to L is,,2 units of rice,5 units of beans,17 units of rice,20 units of beans,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00882,JAMB,Economics,,,medium,,,The diagram above shows the shifts in both demand supply curves. What is the new equilibrium point after the shifts?,,E 3,E 1,E 4,E 2,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00883,JAMB,Economics,,,medium,,,"When there is a change from T to N, it implies that",,Supply has increased,Quantity supplied has increased,Quantity demanded has increased,Price has fallen,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00884,JAMB,Economics,,,medium,,,A movement from M to T implies that there has been,,A decrease in supply,An increase in demand,A decrease in price,An increase in price,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00885,JAMB,Economics,,,medium,,,What is the median quantity?,,5kg,6kg,3kg,4kg,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00886,JAMB,Economics,,,medium,,,"Applying the law of comparative costs, how many units of groundnuts will Nigeria produce?",,7000 units,16000 units,9000 units,8000 units,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00887,JAMB,Economics,,,medium,,,Find the mean price of the distribution,,₦54,₦51,₦56,₦59,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00888,JAMB,Economics,,,medium,,,The difference in each country's total output on specification is,,16000 units,9000 units,8000 units,7000 units,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00889,JAMB,Economics,,,medium,,,"If the price per unit is ₦2, what is the average revenue when 6 men are employed?",,₦220,₦120,110,₦330,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00890,JAMB,Economics,,,medium,,,The diagram above shows the effect of,,excess demand over supply at q 3,excess supply over demand at q 2,minimum price legislation at P 2,maximum price legislation at P 2,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00891,JAMB,Economics,,,medium,,,A movement from K to M will,,decrease the consumer's utility,increase the price of the commodity,increase the consumer's utility,leave consumer's utility unchanged,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00892,JAMB,Economics,,,medium,,,"A point P, the marginal rate of substitution is",,less than one,greater than one,zero,unity,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00893,JAMB,Economics,,,medium,,,The diagram above shows a firm operating under conditions of monopolistic competition. The curve W represents its,,marginal cost,average cost,average revenue,marginal revenue,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00894,JAMB,Economics,,,medium,,,The maximum number of workers that should be hired is,,2,3,4,5,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00895,JAMB,Economics,,,medium,,,What is the marginal productivity when the number of workers is increased from 2 to 3?,,8kg,20kg,60kg,180kg,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00896,JAMB,Economics,,,medium,,,The table shows the wage distribution of workers.Calculate the mean wage,,₦7.40,₦4.00,₦10.00,₦14.80,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00897,JAMB,Economics,,,medium,,,What is the median wage?,,₦8.00,₦5.00,₦11.00,₦6.50,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00898,JAMB,Economics,,,medium,,,"In the diagram above, there is an excess",,demand for 30 units,supply of 40 units,demand for 20 units,supply of 20 units,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00899,JAMB,Economics,,,medium,,,"From the graph above , point M shows that MC",,cuts AC at its minimum point,and AC rises simultaneously,cuts AC at its maximum point,is falling,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00900,JAMB,Economics,,,medium,,,"From the shaded area of the diagram above, an appropriate population policy will be to",,encourage early marriages,discourage immigration,discourage polygamy,encourage the use of contraceptives,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00901,JAMB,Economics,,,medium,,,The percentage contribution of the transport sector is:,,600.0,166.7,60.0,16.7,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00902,JAMB,Economics,,,medium,,,"If the contribution of the oil sector is ₦3.6 million, what is the contribution of the other sectors?",,₦10.8 million,₦7.2 million,₦3.6 million,₦2.4 million,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00903,JAMB,Economics,,,medium,,,The marginal product of the 5th unit of capital is,,42,85,144,213,,,jamb-archive|needs-key|needs-figure,past-question,draft
ECO-J00904,JAMB,Economics,,,medium,,,Determine the average product of the 4th unit of capital,,53,86,212,213,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00779,JAMB,Geography,,,medium,2001,,Cocoa production represents,,16%,20%,62%,4%,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00780,JAMB,Geography,,,medium,2001,,Tree crop production represents,,42%,45%,36%,39%,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00781,JAMB,Geography,,,medium,2001,,The crop that will be most suitable for cultivation in the lower basin of River Madu is,,Coffee,Groundnut,Cotton,Rice,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00782,JAMB,Geography,,,medium,2001,,The feature running approximately north to north-east on which the trigonometrical station is located is a,,Conical hill,Cliff,Ridge,Plateau,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00783,JAMB,Geography,,,medium,2001,,The distance as the crow flies between the trigonometrical station and Josan is approximately,,5.5km,5.0km,6.5km,6.0km,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00784,JAMB,Geography,,,medium,2001,,The most prominent economic activity in the North-Western part of the area is likely to be,,Mining,Lumbering,Mixed farming,Animal husbandry,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00785,JAMB,Geography,,,medium,2001,,The highest point in the area is,,300m,250m,320m,275m,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00786,JAMB,Geography,,,medium,,,The prevailing winds indicated are active over most of the country from,,March to November,November to March,April to October,October to April,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00787,JAMB,Geography,,,medium,,,The total annual rainfall received within the shaded area ranges from,,301 cm to 400 cm,201 cm to 300 cm,50 cm to 100 cm,101 cm to 200 cm,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00788,JAMB,Geography,,,medium,,,The feature marked X in the diagram is a,,beach,spit,stack,cliff,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00789,JAMB,Geography,,,medium,,,The feature is one of the landforms association with,,wind deflation,wave erosion,river erosion,wind deposition,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00790,JAMB,Geography,,,medium,,,The lake marked N is mostly used for,,Transportation and irrigation,Transportation and fishing,Tourism and domestic water supply,Tourism and HEP generation,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00791,JAMB,Geography,,,medium,,,"A common feature of the lakes marked F,G,H is that they are",,Used for HEP,Located very close to the equator,Located within the East African Rift Valley,Very shallow,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00792,JAMB,Geography,,,medium,,,The Oke-Hatis Road passes through the floodable plain of River Haba by means of,,A flyover,An embankment,An underground passage,A road cutting,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00793,JAMB,Geography,,,medium,,,The length of the secondary road on the map is approximately,,11.5km,12.5km,13.5km,10.5km,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00794,JAMB,Geography,,,medium,,,The main occupation of the people in the area on the map is most likely to be,,Fishing,Lumbering,Mining,Farming,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00795,JAMB,Geography,,,medium,,,The feature marked Y north of Hatis is,,An ox-bow lake,An isolated hill,A depression,A sand bar,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00796,JAMB,Geography,,,medium,,,The most prominent feature of River Haba downstream of the bridge is a,,Levee,Knick point,Meander,Braid,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00797,JAMB,Geography,,,medium,,,The most common mature soil types in the shaded portion are,,alluvial soil,forest soil,drifts soils,laterite soil,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00798,JAMB,Geography,,,medium,,,The condition that promotes the formation of these soils is,,distinct wet and dry season,dense tropical rain forest,extensive savannah grassland,dense rural plantation,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00799,JAMB,Geography,,,medium,,,"If the management of school Y decides to award scholarship to the top 10% of the students, determine the lowest mark to qualify for a scholarship",,86%,82%,78%,74%,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00800,JAMB,Geography,,,medium,,,How many students scored between 6% and 60%,,70,66,62,58,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00801,JAMB,Geography,,,medium,,,Which of the following pairs of settlements is intervisible?,,Abuojo and Hua,Miki and Abuojo,Hua and Bikun,Bikun and Abuojo,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00802,JAMB,Geography,,,medium,,,The approximate gradient between the point marked X and the trigonometrical station is,,1:7,1:9,1:11,1:13,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00803,JAMB,Geography,,,medium,,,The most important economic activity in Nuriki District is,,Fishing,Farming,Mining,Lumbering,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00804,JAMB,Geography,,,medium,,,The total land area of Nuriki District is,,290sq km,300sq km,310sq km,320 sq km,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00805,JAMB,Geography,,,medium,,,The steepest part of the area is devoid of settlements because it,,Lacks roads,Is too high,Is thinly vegetated,Is prone to erosion,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00806,JAMB,Geography,,,medium,,,"From the diagram above, the gross capital formation from 1964 t0 1966 was",,₦1500 million,₦1200 million,₦900 million,₦150 million,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00807,JAMB,Geography,,,medium,,,The histogram above shows a steady growth of gross capital formation occurred between,,1967 and 1971,1964 and 1968,1969 and 1973,1966 and 1970,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00808,JAMB,Geography,,,medium,,,Express the agricultural production of Y in degrees.,,57 o,67 o,37 o,47 o,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00809,JAMB,Geography,,,medium,,,The diagram is a,,pie chart,chloropeth map,proportional graph,bar graph,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00810,JAMB,Geography,,,medium,,,What pattern of flow did the river develop towards the southern edge of the mapped area?,,Meandering,straight,Braiding,Radial,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00811,JAMB,Geography,,,medium,,,In what stage of development is the river?,,Late youth,Old age,Early youth,Maturity age,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00812,JAMB,Geography,,,medium,,,The height of the point marked X is approximately,,572m,582m,592m,562m,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00813,JAMB,Geography,,,medium,,,All the settlements are located,,On top of hills,Away from the flood plains,On steep slopes,On the floodplains,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00814,JAMB,Geography,,,medium,,,Zara town is located in the,,Southeast,Southwest,Northeast,Northwest,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00815,JAMB,Geography,,,medium,,,The two likely occupations in the area are fishing and,,Lumbering,Manufacturing,Mining,Farming,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00816,JAMB,Geography,,,medium,,,The distance by road from Zara to Lime is approximately,,4km,6km,10km,8km,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00817,JAMB,Geography,,,medium,,,The reservoir was created primarily for,,industrial power generation,inland fishing industry,large-scale irrigation,inland water transportation,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00818,JAMB,Geography,,,medium,,,The Town marked X and Y respectively are,,Tema and Akosombo,Accra and Kumasi,Tarkoradi and Tema,Accra and Tarkoradi,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00819,JAMB,Geography,,,medium,,,The Major cash crop in the shaded portion is,,Kolanut,rubber,oil palm,cocoa,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00820,JAMB,Geography,,,medium,,,The production of the crop is usually done mainly through,,gathering from natural forest and plantation,Plantation and large-scale irrigation,mixed farming and small-holder cultivation,smaller-holder cultivation and large - scale irrigation,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00821,JAMB,Geography,,,medium,,,The feature shown are,,rock boulders,disintegrated blocks,exfoliation domes,rounded boulders,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00822,JAMB,Geography,,,medium,,,The feature are usually associated with,,dry and wet tropics,faulted topography,folded environments,Karst regions,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00823,JAMB,Geography,,,medium,,,The rock that is igneous is,,H,J,K,L,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00824,JAMB,Geography,,,medium,,,Limestone can be identified within the area marked,,N,M,K,L,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00825,JAMB,Geography,,,medium,,,The total area covered by the map is approximately,,288sq km,278sq km,258sq km,268sq km,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00826,JAMB,Geography,,,medium,,,The railway has most probably been constructed to transport,,Passengers,Farm produce,Minerals,Forest products,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00827,JAMB,Geography,,,medium,,,The average gradient of the rail line from the centre of Zafi to the bridge over River Saga is approximately,,1:68,1:65,1:62,1:59,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00828,JAMB,Geography,,,medium,,,The dominant settlement pattern in the eastern part of the map can best be described as,,Nucleated,Linear,Conurbated,dispersed,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00829,JAMB,Geography,,,medium,,,Places that are likely to be visible from the trigonometrical station are,,Ligo and Pom,Figu and Ligo,Kileko and Figu,Pom and Kileko,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00830,JAMB,Geography,,,medium,,,The total number of Acacia albida in the four sites is approximately,,970,950,930,910,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00831,JAMB,Geography,,,medium,,,Which of the following statements about the diagram is true?,,The number of albida in site 1 is the same as that of seyal in site 4,The number of seyal in site 1 is the same as that of albida in site 4,The number of albida in site 1 is the same as that of albida in site 4,The number of seyal in site 1 is the same as that of seyal in site 4,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00832,JAMB,Geography,,,medium,,,The area lies mainly in the,,Guinea savanna,Sudan savanna,derived savanna,Sahel savanna,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00833,JAMB,Geography,,,medium,,,The shaded area is the,,Niger-Benue syncline,Niger-Benue confluence,Niger-Benue Basin,Niger-Benue trough,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00834,JAMB,Geography,,,medium,,,The main annual rainfall in the shaded area is,,1600mm - 3200mm,800mm - 1600mm,400mm - 800mm,above 3200mm,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00835,JAMB,Geography,,,medium,,,The rains occur mainly as a result of,,south-east trade wind,strong orographic effects,north - east trade winds,strong conventional currents,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00836,JAMB,Geography,,,medium,,,The landform is the result,,compressional faulting and erosion,tensional faulting only,compressional faulting only,tensional faulting and erosion,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00837,JAMB,Geography,,,medium,,,The slope identified as X is,,a rising limb,an escarpment,a fault scarp,a fault-line scarp,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00838,JAMB,Geography,,,medium,,,The landform marked X is a,,Gap,Valley,Saddle,Trough,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00839,JAMB,Geography,,,medium,,,The bearing of La'ah from Gambo is,,60 o,300 o,30 o,120 o,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00840,JAMB,Geography,,,medium,,,The major economic activity in the area is likely to be,,Fishing,Lumbering,Farming,Pastoralism,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00841,JAMB,Geography,,,medium,,,The total length of River Maya is approximately,,7.5km,5.5km,8.5km,6.5km,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00842,JAMB,Geography,,,medium,,,The relief pattern on the map reveals,,A dissected plateau,A marshy land,An undulating lowland,An old river valley,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00843,JAMB,Geography,,,medium,,,From the diagram above the textural class that can hold the greatest amount of moisture is,,Sand loam,Sand,Clay,Clay loam,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00844,JAMB,Geography,,,medium,,,From the diagram above the amount of moisture retained by clay loam soil is approximately,,150 mm,50 mm,200 mm,100 mm,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00845,JAMB,Geography,,,medium,,,Which of the following ethnic groups is mainly found in the area marked I?,,The Ijaw,The Kanuri,The Tiv,The yoruba,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00846,JAMB,Geography,,,medium,,,The major export crop cultivated in the area marked III is,,groundnut,cocoa,rubber,sugarcane,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00847,JAMB,Geography,,,medium,,,From the diagram above the structure labelled Y is a,,sill,batholith,hill,lopolith,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00848,JAMB,Geography,,,medium,,,From the diagram above the structured marked X is a,,ridge,laccolith,vent,dyke,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00849,JAMB,Geography,,,medium,,,The area likely to experience seasonal flooding lies,,Above q 120-metre contour,Between 105 and 120 metre contours,Between 105 and 135 metre contours,Below a 105 metre contour,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00850,JAMB,Geography,,,medium,,,Kondo is situated mainly on a,,Hill,Scarp,Ridge,Gap,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00851,JAMB,Geography,,,medium,,,The slope east of Parko-Gbo Road is,,Convex,Gentle,Concave,Steep,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00852,JAMB,Geography,,,medium,,,Abag and Lobodo are most likely to be,,Educational settlements,Mining settlements,Commercial settlements,Industrial settlements,,,jamb-archive|needs-key|needs-figure,past-question,draft
GEO-J00853,JAMB,Geography,,,medium,,,The total length of the railway line is approximately,,11.5km,9.5km,12.5km,10.5km,,,jamb-archive|needs-key|needs-figure,past-question,draft
